切割后的数据集大小,姿势识别后的数据集大小,姿势识别率,姿势识别时间,人脸匹配时间
37906259,27074348,0.3281171051547875,51.849589109420776,33.15480160713196
500 (386)_1.jpg,gaohan
500 (351)_1.jpg,gaohan
500 (163)_1.jpg,gaohan
500 (389)_0.jpg,gaohan
500 (376)_1.jpg,gaohan
500 (437)_0.jpg,gaohan
500 (376)_0.jpg,gaohan
500 (381)_0.jpg,gaohan
500 (354)_0.jpg,gaohan
500 (107)_0.jpg,gaohan
500 (158)_2.jpg,gaohan
500 (340)_1.jpg,gaohan
500 (117)_0.jpg,gaohan
500 (311)_1.jpg,gaohan
500 (344)_1.jpg,gaohan
500 (146)_0.jpg,gaohan
500 (157)_1.jpg,gaohan
500 (350)_1.jpg,gaohan
500 (325)_2.jpg,gaohan
500 (322)_3.jpg,gaohan
500 (349)_1.jpg,gaohan
500 (106)_2.jpg,gaohan
500 (334)_2.jpg,gaohan
500 (321)_2.jpg,gaohan
500 (145)_0.jpg,gaohan
500 (113)_0.jpg,gaohan
500 (350)_0.jpg,gaohan
500 (339)_1.jpg,gaohan
500 (286)_1.jpg,gaohan
500 (228)_2.jpg,gaohan
500 (421)_2.jpg,gaohan
500 (391)_1.jpg,gaohan
500 (374)_0.jpg,gaohan
500 (293)_2.jpg,gaohan
500 (284)_2.jpg,gaohan
500 (108)_1.jpg,gaohan
500 (158)_3.jpg,gaohan
500 (308)_1.jpg,gaohan
500 (344)_2.jpg,gaohan
500 (433)_1.jpg,gaohan
500 (294)_2.jpg,gaohan
500 (225)_1.jpg,gaohan
500 (120)_1.jpg,gaohan
500 (306)_2.jpg,gaohan
500 (386)_0.jpg,gaohan
500 (268)_1.jpg,gaohan
500 (24)_1.jpg,gaohan
500 (156)_2.jpg,gaohan
500 (231)_1.jpg,gaohan
500 (114)_1.jpg,gaohan
500 (465)_0.jpg,gaohan
500 (482)_2.jpg,gaohan
500 (205)_0.jpg,gaohan
500 (363)_2.jpg,gaohan
500 (394)_0.jpg,gaohan
500 (296)_1.jpg,gaohan
500 (155)_0.jpg,gaohan
500 (362)_2.jpg,gaohan
500 (364)_2.jpg,gaohan
500 (428)_2.jpg,gaohan
500 (221)_1.jpg,gaohan
500 (324)_2.jpg,gaohan
500 (345)_1.jpg,gaohan
500 (297)_1.jpg,gaohan
500 (291)_0.jpg,gaohan
500 (285)_2.jpg,gaohan
500 (352)_0.jpg,gaohan
500 (380)_1.jpg,gaohan
500 (432)_1.jpg,gaohan
500 (275)_0.jpg,gaohan
500 (365)_0.jpg,gaohan
500 (148)_0.jpg,gaohan
500 (267)_1.jpg,gaohan
500 (116)_2.jpg,gaohan
500 (148)_2.jpg,gaohan
500 (301)_2.jpg,gaohan
500 (424)_1.jpg,gaohan
500 (335)_3.jpg,unknown
500 (322)_2.jpg,gaohan
500 (498)_1.jpg,gaohan
500 (278)_0.jpg,gaohan
500 (493)_1.jpg,gaohan
500 (352)_1.jpg,gaohan
500 (117)_1.jpg,gaohan
500 (333)_2.jpg,gaohan
500 (382)_0.jpg,gaohan
500 (226)_0.jpg,gaohan
500 (373)_0.jpg,gaohan
500 (105)_1.jpg,gaohan
500 (325)_1.jpg,gaohan
500 (359)_0.jpg,gaohan
500 (430)_0.jpg,gaohan
500 (175)_1.jpg,gaohan
500 (461)_0.jpg,gaohan
500 (312)_1.jpg,gaohan
500 (302)_2.jpg,gaohan
500 (288)_1.jpg,gaohan
500 (331)_2.jpg,gaohan
500 (158)_4.jpg,gaohan
500 (347)_0.jpg,gaohan
500 (106)_1.jpg,gaohan
500 (430)_2.jpg,gaohan
500 (225)_2.jpg,gaohan
500 (335)_2.jpg,gaohan
500 (439)_0.jpg,gaohan
500 (383)_0.jpg,gaohan
500 (385)_0.jpg,gaohan
500 (336)_1.jpg,gaohan
500 (148)_1.jpg,gaohan
500 (419)_0.jpg,gaohan
500 (109)_0.jpg,gaohan
500 (498)_0.jpg,gaohan
500 (317)_4.jpg,gaohan
500 (116)_0.jpg,gaohan
500 (298)_1.jpg,gaohan
500 (321)_0.jpg,gaohan
500 (266)_1.jpg,gaohan
500 (114)_2.jpg,gaohan
500 (115)_1.jpg,gaohan
500 (304)_2.jpg,gaohan
500 (327)_0.jpg,gaohan
500 (145)_1.jpg,gaohan
500 (318)_4.jpg,gaohan
500 (420)_0.jpg,gaohan
500 (459)_0.jpg,gaohan
500 (417)_1.jpg,gaohan
500 (387)_0.jpg,gaohan
500 (319)_2.jpg,gaohan
500 (324)_0.jpg,gaohan
500 (440)_1.jpg,gaohan
500 (435)_1.jpg,gaohan
500 (422)_2.jpg,gaohan
500 (418)_0.jpg,gaohan
500 (307)_1.jpg,gaohan
500 (456)_0.jpg,gaohan
500 (365)_2.jpg,gaohan
500 (436)_0.jpg,gaohan
500 (299)_1.jpg,gaohan
500 (489)_1.jpg,gaohan
500 (292)_2.jpg,gaohan
